Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
C,"Zhang, X",,"Zhang, S; Feng, Z; Zhao, H; Zhang, H",,Zhang Xin,,,Reconstruction of the Development Strategy of Hubei Tourism Industry Based on Value Innovation,"ADVANCES IN MANAGEMENT OF TECHNOLOGY, PT 1",,,English,Proceedings Paper,5th International Conference on Management of Technology,"AUG 20-23, 2010","Taiyuan City, PEOPLES R CHINA","Shanxi Assoc Risk Management,N Univ China,Shanxi Univ Finance & Econom",,Value Innovation; Value Curve; Tourism Industry; Hubei,,"Based on the concept of value innovation, this paper analyzes the existing strategic distribution of Hubei tourism industry and it's value curve. By eliminating, reducing, increasing and creating the corresponding tourism element, the value curve of Hubei tourism industry is reconstructed. On this basis, this paper proposes the new strategic layout and the corresponding strategies to develope Hubei tourism industry.","[Zhang Xin] Jianghan Univ, Coll Business, Wuhan 430000, Peoples R China",Jianghan University,,zhang0xin2000@yahoo.com.cn,,,,,,,3,0,0,0,1,AUSSINO ACAD PUBL HOUSE,MARRICKVILLE,"PO BOX 893, MARRICKVILLE, NSW 2204 00000, AUSTRALIA",,,978-1-921712-08-1,,,,2010,,,,,,,351,355,,,,,,5,"Economics; Engineering, Environmental; Engineering, Industrial; Operations Research & Management Science; Regional & Urban Planning; Public Administration",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Engineering; Operations Research & Management Science; Public Administration,BVE86,,,,,2024-03-09,WOS:000291328400061,0
C,"Gong, J; Yin, XZ; Wang, YF",,"Zhang, S; Feng, Z; Zhao, H; Zhang, H",,Gong Jun; Yin Xiuzhen; Wang Yufen,,,"Isolation, Identification of A Desulfurization Strain and Its Character in Acid Coal Mine Drainage Treatment","ADVANCES IN MANAGEMENT OF TECHNOLOGY, PT 1",,,English,Proceedings Paper,5th International Conference on Management of Technology,"AUG 20-23, 2010","Taiyuan City, PEOPLES R CHINA","Shanxi Assoc Risk Management,N Univ China,Shanxi Univ Finance & Econom",,Desulfovibrio Desulfuricans; 16SrDNA; Identification; Acid Coal Mine Drainage,SULFATE-REDUCING BACTERIA; WATER,"A strain sb-2 of SRB was isolated from the reflux sludge in secondary sedimentation tank of a sewage treatment plant. The strain was anaerobic. According to the analysis of physiological and biochemical measurements and its 16SrDNA gene sequence, the strain was identified with Desulfovibrio desulfuricans. The growth curve indicated that the lag phase of strain sb-2 was 8h and the logarithmic growth phase was 32h after which strain sb-2 entered stationary phase. The situation of acid coal mine drainage by strain sb-2 was studied. The results suggests that the SO42- removal rate is 62% and the Fe2+ and Mn2+ removal rate are 100% and 85.58% respectively in the unsealed treatment process of acid coal mine drainage by strain sb-2.","[Gong Jun; Wang Yufen] Shanxi Univ Finance & Econ, Dept Environm Econ, Taiyuan, Shanxi, Peoples R China; [Yin Xiuzhen] Taiyuan Univ Technol, Coll Water Conservancy Sci & Engn, Taiyuan, Shanxi, Peoples R China",Shanxi University Finance & Economics; Taiyuan University of Technology,"Gong, J (通讯作者)，Shanxi Univ Finance & Econ, Dept Environm Econ, Taiyuan, Shanxi, Peoples R China.",wangxinke311@yahoo.com.cn,,,National Natural Science Foundation of China [30470269]; Shanxi Industrialization of the New High Technologies from universities [2010012],National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Shanxi Industrialization of the New High Technologies from universities,This paper is supported by National Natural Science Foundation of China(No:30470269) and Shanxi Industrialization of the New High Technologies from universities(No:2010012).,,10,0,0,0,3,AUSSINO ACAD PUBL HOUSE,MARRICKVILLE,"PO BOX 893, MARRICKVILLE, NSW 2204 00000, AUSTRALIA",,,978-1-921712-08-1,,,,2010,,,,,,,639,+,,,,,,2,"Economics; Engineering, Environmental; Engineering, Industrial; Operations Research & Management Science; Regional & Urban Planning; Public Administration",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Engineering; Operations Research & Management Science; Public Administration,BVE86,,,,,2024-03-09,WOS:000291328400110,0
C,"Shen, XL; Zeng, YX; Yang, XL",,"Zhang, S; Feng, Z; Zhao, H; Zhang, H",,Shen Xilin; Zeng Yuxiao; Yang Xuelei,,,Restraints Factors on Bioenergy Development,"ADVANCES IN MANAGEMENT OF TECHNOLOGY, PT 1",,,English,Proceedings Paper,5th International Conference on Management of Technology,"AUG 20-23, 2010","Taiyuan City, PEOPLES R CHINA","Shanxi Assoc Risk Management,N Univ China,Shanxi Univ Finance & Econom",,Fossil Energy; Renewable Energy; Bioenergy,,"With social and economic continuous development and constant population increase, the consumption and demands of energy rise continuously, meanwhile, the fossil energy with the mainstay of oil, gas, coal is encountered with depletion. Facing such serious energy crisis, to develop renewable energy including bioenergy is inevitable. In the paper, through the analysis of bioenergy development status quo, on the basis of investigation and reasonable thinking, main factors to restrain bioenergy development in our country are systematically researched, including such factors as the knowledge of bioenergy, materials, funds and technology to develop bioenergy, market, supporting policies, management systems and ecological problems of bioenergy.","[Shen Xilin; Zeng Yuxiao; Yang Xuelei] SW Petr Univ, Sch Econ & Management, Chengdu 610500, Peoples R China",Southwest Petroleum University,,shenxilin@vip.sina.com,,,,,,,10,0,0,0,1,AUSSINO ACAD PUBL HOUSE,MARRICKVILLE,"PO BOX 893, MARRICKVILLE, NSW 2204 00000, AUSTRALIA",,,978-1-921712-08-1,,,,2010,,,,,,,584,591,,,,,,8,"Economics; Engineering, Environmental; Engineering, Industrial; Operations Research & Management Science; Regional & Urban Planning; Public Administration",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Engineering; Operations Research & Management Science; Public Administration,BVE86,,,,,2024-03-09,WOS:000291328400100,0
C,"Shi, XW; Shi, XR; Li, SS",,"Zhang, S; Feng, Z; Zhao, H; Zhang, H",,Shi Xianwen; Shi Xianrui; Li Sisi,,,The Enterprise Ecological Planning Decision Model,"ADVANCES IN MANAGEMENT OF TECHNOLOGY, PT 1",,,English,Proceedings Paper,5th International Conference on Management of Technology,"AUG 20-23, 2010","Taiyuan City, PEOPLES R CHINA","Shanxi Assoc Risk Management,N Univ China,Shanxi Univ Finance & Econom",,Enterprise Ecology; Enterprise Ecological Planning; Decision Model,,"Enterprise ecology refers that during a certain period the input-output relations of enterprises constitute general status. The ecological planning is to establish the new scheme of organizational survival statue under the specific time and environment. The ecological planning is an ideological system, which includes P2-1 range, P2 brisk, P2-3 (investment and management) distribution. Based on the model of OK decision thinking, we build the enterprise ecological planning decision model. The purpose of the ecological planning is to promote organization in coordinated with the current environment, ensuring to realize the strategy, serving for the strategy.","[Shi Xianwen] Da Lian Wo Long Int Knowledge Econ Res Inst, Dalian 116001, Liaoning, Peoples R China; [Shi Xianrui; Li Sisi] Liaoning Univ Technol, Sch Econ & Management, Jin Zhou 121000, Liaoning, Peoples R China",Liaoning University of Technology,"Shi, XW (通讯作者)，Da Lian Wo Long Int Knowledge Econ Res Inst, Dalian 116001, Liaoning, Peoples R China.",shixianwen@ok.org.cn; sxianrui@163.com,"Li, Sisi/IUO-7243-2023",,Philosophy Social Science Plan Fund ofLiaoning Province Assessment and Study on Innovation Soft Environment [L08BJL010]; Department of Liaoning Province's topic research of biological mechanisms of integrated innovation system and niche in enterprise [2008310],Philosophy Social Science Plan Fund ofLiaoning Province Assessment and Study on Innovation Soft Environment; Department of Liaoning Province's topic research of biological mechanisms of integrated innovation system and niche in enterprise,Philosophy Social Science Plan Fund ofLiaoning Province Assessment and Study on Innovation Soft Environment (NO:L08BJL010); This paper is supported by Department of Liaoning Provinces topic research of biological mechanisms of integrated innovation system and niche in enterprise (NO:2008310),,5,0,0,0,4,AUSSINO ACAD PUBL HOUSE,MARRICKVILLE,"PO BOX 893, MARRICKVILLE, NSW 2204 00000, AUSTRALIA",,,978-1-921712-08-1,,,,2010,,,,,,,561,+,,,,,,2,"Economics; Engineering, Environmental; Engineering, Industrial; Operations Research & Management Science; Regional & Urban Planning; Public Administration",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Engineering; Operations Research & Management Science; Public Administration,BVE86,,,,,2024-03-09,WOS:000291328400096,0
C,"Wang, HL; Wang, SH",,"Zhang, S; Feng, Z; Zhao, H; Zhang, H",,Wang Huilong; Wang Shaohua,,,Research on the Upgrading of Industrial Cluster Based on the Regional Networks in Zhejiang Province,"ADVANCES IN MANAGEMENT OF TECHNOLOGY, PT 1",,,English,Proceedings Paper,5th International Conference on Management of Technology,"AUG 20-23, 2010","Taiyuan City, PEOPLES R CHINA","Shanxi Assoc Risk Management,N Univ China,Shanxi Univ Finance & Econom",,Industrial Cluster Upgrading; Regional Networks,,"The industrial regions characterized by industrial clusters have become important market strength and have become the main body of economy in Zhejiang province. In our views, the competitiveness of enterprises based on industrial cluster, has been the competition in the industrial chain more than the products (services), therefore, the entry point for upgrading the cluster should not be confined to the lower manufacturing link of the industrial chain, and there should be the non-manufacturing links, which are the most valuable (such as product design, brand, the sharing key technology and marketing networks, etc.). Therefore, we try to find the key factors of the evolution of industrial clusters in zhejiang province from the origin of the industrial clusters' competitive advantages, which are four related networks including industry networks, innovation networks, social networks and financing networks, to find the better growing ways.","[Wang Huilong] Shaoxing Univ, Yuanpei Coll, Shaoxing 312000, Peoples R China; [Wang Huilong; Wang Shaohua] Zhejiang Univ Technol, Coll Business Adm, Hangzhou 310014, Zhejiang, Peoples R China",Shaoxing University; Zhejiang University of Technology,"Wang, HL (通讯作者)，Shaoxing Univ, Yuanpei Coll, Shaoxing 312000, Peoples R China.",whlong1001@126.com; zjut_wsh@yahoo.com.cn,"shaohua, wang/AAB-7904-2022",,National Natural Science Foundation of China [70873111],National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)),This paper is supported by National Natural Science Foundation of China (NO. 70873111 ),,8,0,0,2,5,AUSSINO ACAD PUBL HOUSE,MARRICKVILLE,"PO BOX 893, MARRICKVILLE, NSW 2204 00000, AUSTRALIA",,,978-1-921712-08-1,,,,2010,,,,,,,35,+,,,,,,2,"Economics; Engineering, Environmental; Engineering, Industrial; Operations Research & Management Science; Regional & Urban Planning; Public Administration",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Engineering; Operations Research & Management Science; Public Administration,BVE86,,,,,2024-03-09,WOS:000291328400007,0
C,"Wu, X; Dong, X",,"Zhang, S; Feng, Z; Zhao, H; Zhang, H",,Wu Xin; Dong Xin,,,Potential Analysis and Development Strategy of International Metropolis Construction in West China,"ADVANCES IN MANAGEMENT OF TECHNOLOGY, PT 1",,,English,Proceedings Paper,5th International Conference on Management of Technology,"AUG 20-23, 2010","Taiyuan City, PEOPLES R CHINA","Shanxi Assoc Risk Management,N Univ China,Shanxi Univ Finance & Econom",,West China; International Metropolis; Potential; Integrative Strategy,,"Analyzing the possibility of constructing international metropolises in relatively underdeveloped west China is a brand new topic in present research. Based on the analysis of the realistic needs of constructing international metropolises in west China, this article estimated the internationalizing potential of 10 municipal jurisdiction cities and central capital cities in west China and indicated that Chong Qing, Cheng Du and Xi'an are the 3 large cities with potential for development into international metropolises in the near future. The development strategy of international metropolises in west China has also been brought up in this article to instruct in the detailed practice of how to urbanize the western region successfully and to accelerate the theoretical innovation of urbanization model research in west China.","[Wu Xin; Dong Xin] Xian Univ Architecture & Technol, Sch Architecture, Xian 710055, Peoples R China",Xi'an University of Architecture & Technology,,xwu_2006@126.com; tonnyxin421@sina.com,"Dong, Xin/IZQ-2213-2023; Wu, Xin/ISR-8377-2023",,,,,,5,0,0,0,3,AUSSINO ACAD PUBL HOUSE,MARRICKVILLE,"PO BOX 893, MARRICKVILLE, NSW 2204 00000, AUSTRALIA",,,978-1-921712-08-1,,,,2010,,,,,,,171,176,,,,,,6,"Economics; Engineering, Environmental; Engineering, Industrial; Operations Research & Management Science; Regional & Urban Planning; Public Administration",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Engineering; Operations Research & Management Science; Public Administration,BVE86,,,,,2024-03-09,WOS:000291328400030,0
C,"Zhang, JL; Cai, J",,"Zhang, S; Feng, Z; Zhao, H; Zhang, H",,Zhang Jilin; Cai Jing,,,Elements Analysis on Affecting Savings Deposits of Urban and Rural Residents Based on Factor Analysis,"ADVANCES IN MANAGEMENT OF TECHNOLOGY, PT 1",,,English,Proceedings Paper,5th International Conference on Management of Technology,"AUG 20-23, 2010","Taiyuan City, PEOPLES R CHINA","Shanxi Assoc Risk Management,N Univ China,Shanxi Univ Finance & Econom",,Factor Analysis; Resident Deposit; The Principal Component Deposit Model; Relation,,"An effective and simple parameter estimating method Factor Analysis method, for savings deposits of urban and rural residents model is proposed in this paper. As is known to all of us, there are many factors influencing savings deposits. The essential purpose of factor analysis is to describe, if possible, the covariance relationships among many variables in terms of a few underlying, but unobservable, random quantities called factors. This essay uses the method receiving two unrelated common factors which contain the whole information of five original elements. Therefore, we get the principal component deposit model. Through test, the new model could be proved to be accurate. Moreover the principal component deposit model has fairly good analysis result. In the end, this new model is applied to Chinese resident deposit forecasting based on the statistic data. From the comparison between new forecasting data and the statistic data, basing on the principal component analysis, we could conclude that the principal component deposit model is a quite effective and simple method for forecasting Resident Deposit.","[Zhang Jilin; Cai Jing] Fujian Univ Technol, Dept Math & Phys, Fuzhou 350108, Peoples R China",Fujian University of Technology,,jilinzhang1976@126.com,,,,,,,6,0,0,0,3,AUSSINO ACAD PUBL HOUSE,MARRICKVILLE,"PO BOX 893, MARRICKVILLE, NSW 2204 00000, AUSTRALIA",,,978-1-921712-08-1,,,,2010,,,,,,,131,136,,,,,,6,"Economics; Engineering, Environmental; Engineering, Industrial; Operations Research & Management Science; Regional & Urban Planning; Public Administration",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Engineering; Operations Research & Management Science; Public Administration,BVE86,,,,,2024-03-09,WOS:000291328400026,0
C,"Zhang, J; Wang, LP",,"Zhang, S; Feng, Z; Zhao, H; Zhang, H",,Zhang Jing; Wang Liping,,,Empirical Study of Industrial Ecology Based on the Industrial Eco-efficiency,"ADVANCES IN MANAGEMENT OF TECHNOLOGY, PT 1",,,English,Proceedings Paper,5th International Conference on Management of Technology,"AUG 20-23, 2010","Taiyuan City, PEOPLES R CHINA","Shanxi Assoc Risk Management,N Univ China,Shanxi Univ Finance & Econom",,Industrial Eco-efficiency; Industrial Ecology; Super-efficiency DEA,UNITS,"The frequent extreme weathers have raised great concern of the people on the ecological environment problems. How to coordinate the relationship of the environment and development is the core for the existence of human. And the numerous contradictions of the environment and industries have promoted the birth of industrial ecology. The paper firstly introduces the relevant concepts and domestic and foreign study trends of the industrial ecology and its measuring indicator eco-efficiency, and then carries out the empirical study of the industrial eco-efficiency of Xuzhou with suer-efficiency DEA method, studying on the vertical change trend of the industrial eco-efficiency of Xuzhou from 1995 to 2008, horizontal comparison with Suzhou. The result indicates that the industrial eco-efficiency of Xuzhou has been obviously improved, but the overall industrial eco-efficiency is lower than Suzhou which develops fast in economic. At last offers the corresponding suggestions according to the result.","[Zhang Jing; Wang Liping] China Univ Min & Technol, Sch Environm & Sci & Spatial Informat, Jiangsu 221008, Peoples R China",China University of Mining & Technology,,,,,,,,,13,0,0,0,3,AUSSINO ACAD PUBL HOUSE,MARRICKVILLE,"PO BOX 893, MARRICKVILLE, NSW 2204 00000, AUSTRALIA",,,978-1-921712-08-1,,,,2010,,,,,,,369,375,,,,,,7,"Economics; Engineering, Environmental; Engineering, Industrial; Operations Research & Management Science; Regional & Urban Planning; Public Administration",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Engineering; Operations Research & Management Science; Public Administration,BVE86,,,,,2024-03-09,WOS:000291328400064,0
C,"Zhang, LJ; Zhang, XM",,"Zhang, S; Feng, Z; Zhao, H; Zhang, H",,Zhang Longjing; Zhang Xiaomei,,,Research on the Reuse of Household Garbage in Harbin Based on Recycle Economy Theory,"ADVANCES IN MANAGEMENT OF TECHNOLOGY, PT 1",,,English,Proceedings Paper,5th International Conference on Management of Technology,"AUG 20-23, 2010","Taiyuan City, PEOPLES R CHINA","Shanxi Assoc Risk Management,N Univ China,Shanxi Univ Finance & Econom",,Recycle Economy; Household Garbage; Reuse,,"At present, there are many problems in household garbage disposal in Harbin, such as unreasonable collection and transfer, low utilization rate of waste disposal site, unscientific management, imperfect waste recycling system, lack of funds and so on. Based on above problems, this thesis researched household garbage recycling, including circulation economy subject, circular, economy industrial chain and the whole society. Finally, the author suggest that people should advance circular economy within loop,circular economy industrial chain loop and general social circle, and try to make household garbage disposal harmlessness, reduction, reclamation, try to change government's single investment, let the main body of recycling economy produce a marked effect and form a circular economy industrial chain. So that all kinds of resources can flow into this loop, improve the utilization of resources and put minimize impact on the environment, alleviate the lack of resources and contradiction between resource demand and consumption caused by rapid economic developing and provide a reference for the reuse on building household garbage in Harbin.","[Zhang Longjing; Zhang Xiaomei] NE Agr Univ, Sch Management, Harbin 150030, Peoples R China",Northeast Agricultural University - China,,zhangxiaomei0451@yahoo.com.cn,"zhang, jin/IXD-9872-2023",,,,,,7,0,0,1,7,AUSSINO ACAD PUBL HOUSE,MARRICKVILLE,"PO BOX 893, MARRICKVILLE, NSW 2204 00000, AUSTRALIA",,,978-1-921712-08-1,,,,2010,,,,,,,609,613,,,,,,5,"Economics; Engineering, Environmental; Engineering, Industrial; Operations Research & Management Science; Regional & Urban Planning; Public Administration",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Engineering; Operations Research & Management Science; Public Administration,BVE86,,,,,2024-03-09,WOS:000291328400104,0
C,"Zhang, XY; Zhong, JW; Lv, X",,"Zhang, S; Feng, Z; Zhao, H; Zhang, H",,Zhang Xiaoying; Zhong Jinwen; Lv Xiu,,,The Benefit Analysis of Eco-industrial Cluster Development Model in Poyang Lake,"ADVANCES IN MANAGEMENT OF TECHNOLOGY, PT 1",,,English,Proceedings Paper,5th International Conference on Management of Technology,"AUG 20-23, 2010","Taiyuan City, PEOPLES R CHINA","Shanxi Assoc Risk Management,N Univ China,Shanxi Univ Finance & Econom",,Ecological Industry Cluster; Regional Economies; Poyang Lake; Sustainable Development,,"From the Poyang Lake industry clusters are not economic, the obvious contradiction between environment and economic growth, low levels of economic development, leading industry chain is short and lowing level of regional networks phenomena, analyzing the development of circular economy based on industrial clusters to promote regional economic sustainable development, effectively enhancing the competitiveness of the region in Poyang Lake, reducing transaction costs of enterprise in the cluster, increasing the use efficiency of regional resources and regional innovation capability, enhancing the effective level of economic development in the Poyang Lake region.","[Zhang Xiaoying] Wuhan Univ Technol, Sch Econ, Wuhan 430070, Hubei, Peoples R China; [Zhang Xiaoying] Jiangxi Normal Univ, Finance Sch, Nanchang 330022, Jiangxi, Peoples R China; [Zhong Jinwen; Lv Xiu] Jiangxi Normal Univ, Business Sch, Nanchang 330022, Jiangxi, Peoples R China",Wuhan University of Technology; Jiangxi Normal University; Jiangxi Normal University,"Zhang, XY (通讯作者)，Wuhan Univ Technol, Sch Econ, Wuhan 430070, Hubei, Peoples R China.",zxying1921@sina.com; zjw650508@126.com; daxianxiuxiu110@163.com,"Yan, Jing/JFA-6705-2023",,,,,,15,0,0,1,6,AUSSINO ACAD PUBL HOUSE,MARRICKVILLE,"PO BOX 893, MARRICKVILLE, NSW 2204 00000, AUSTRALIA",,,978-1-921712-08-1,,,,2010,,,,,,,108,+,,,,,,2,"Economics; Engineering, Environmental; Engineering, Industrial; Operations Research & Management Science; Regional & Urban Planning; Public Administration",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Engineering; Operations Research & Management Science; Public Administration,BVE86,,,,,2024-03-09,WOS:000291328400021,0
C,"Zhou, H; Kuang, WD",,"Zhang, S; Feng, Z; Zhao, H; Zhang, H",,Zhou Hua; Kuang Weida,,,On the Optimization of Financial Statements,"ADVANCES IN MANAGEMENT OF TECHNOLOGY, PT 1",,,English,Proceedings Paper,5th International Conference on Management of Technology,"AUG 20-23, 2010","Taiyuan City, PEOPLES R CHINA","Shanxi Assoc Risk Management,N Univ China,Shanxi Univ Finance & Econom",,Financial Statements; Historical Cost; Fair Value; Legal Evidence; Financial Analysis,COST,"Historical cost and fair value information can be presented concurrently and respectively in one set of financial statements, providing comprehensive information to meet the needs of both the macro-economic regulation and the corporate business management. The key point of optimizing financial statement is to make clear the distinction between the legal truth and the financial expectation and the distinction between real economy and financial economy. The optimized financial statements could make the accounting procedures much easier by providing legal facts and current value separately and could improve the usefulness of financial statement as well. By thus, China could cope with the conflicts between domestic legal compliance and international accounting convergence with more flexibility.","[Zhou Hua; Kuang Weida] Renmin Univ China, Sch Business, Beijing 100872, Peoples R China",Renmin University of China,,zhouhua@ruc.edu.cn; weidakuang@hotmail.com,,,,,,,13,0,0,1,8,AUSSINO ACAD PUBL HOUSE,MARRICKVILLE,"PO BOX 893, MARRICKVILLE, NSW 2204 00000, AUSTRALIA",,,978-1-921712-08-1,,,,2010,,,,,,,449,457,,,,,,9,"Economics; Engineering, Environmental; Engineering, Industrial; Operations Research & Management Science; Regional & Urban Planning; Public Administration",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Engineering; Operations Research & Management Science; Public Administration,BVE86,,,,,2024-03-09,WOS:000291328400077,0
C,"Ma, ZX; Liu, Y; Ma, ZY",,"Zhang, S; Feng, Z; Zhao, H; Zhang, H",,Ma Zhanxin; Liu Yan; Ma Zhanying,,,A Method for Evaluating the Whole Developing Level of China's Cities,"ADVANCES IN MANAGEMENT OF TECHNOLOGY, PT 1",,,English,Proceedings Paper,5th International Conference on Management of Technology,"AUG 20-23, 2010","Taiyuan City, PEOPLES R CHINA","Shanxi Assoc Risk Management,N Univ China,Shanxi Univ Finance & Econom",,Comprehensive Evaluation; Data Envelopment Analysis; Multi-objective Decision Making; Indicator Integration; Complex System,,"Data envelopment analysis is an important method of systematic analysis, especially fit for evaluation of complex system. But in practice, some shortcomings in DEA are hard to be conquered, which is mainly reflected in the following aspects. Sometimes, it is hard to determine input-output nature, evaluation results overemphasize the impacts of subsidiary indicators, most units are efficient in analysis results, and improvement of one index efficiency requires that all indexes be improved at the same time. However, by indicator integration, the improvement information of original indicators can not be found. To solve these problems, we propose sample DEA (Com-DEA) used for evaluation of complex system, then we also discuss the model meaning, model nature and model solution approach of Com-DEA based on the system analysis theory. Meanwhile, we evaluate the whole developing level of China's cities by applying this method in this paper. The application shows that com-DEA method not only has the advantages of traditional DEA but also conquers the shortcomings of the method by indicator integration.","[Ma Zhanxin; Ma Zhanying] Inner Mongolia Univ, Sch Econ & Management, Hohhot 010021, Peoples R China; [Liu Yan] Inner Mongolia Normal Univ, Sch Econ, Hohhot 010022, Peoples R China",Inner Mongolia University; Inner Mongolia Normal University,"Ma, ZX (通讯作者)，Inner Mongolia Univ, Sch Econ & Management, Hohhot 010021, Peoples R China.",em_mazhanxin@imu.edu.cn,"Ma, Zhanxin/JJE-7888-2023",,"National Natural Science Foundation of China [70961005, 70501012]",National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)),"This paper is supported by National Natural Science Foundation of China (No. 70961005, 70501012)",,10,15,15,0,0,AUSSINO ACAD PUBL HOUSE,MARRICKVILLE,"PO BOX 893, MARRICKVILLE, NSW 2204 00000, AUSTRALIA",,,978-1-921712-08-1,,,,2010,,,,,,,1,+,,,,,,2,"Economics; Engineering, Environmental; Engineering, Industrial; Operations Research & Management Science; Regional & Urban Planning; Public Administration",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Engineering; Operations Research & Management Science; Public Administration,BVE86,,,,,2024-03-09,WOS:000291328400001,0
C,"Zhao, LJ; Wang, XL",,"Zhang, S; Feng, Z; Zhao, H; Zhang, H",,Zhao Laijun; Wang Xulei,,,"The Design of the Associated Monitoring Platform of Dangerous Chemicals Road Transport in Jiangsu, Zhejiang and Shanghai","ADVANCES IN MANAGEMENT OF TECHNOLOGY, PT 1",,,English,Proceedings Paper,5th International Conference on Management of Technology,"AUG 20-23, 2010","Taiyuan City, PEOPLES R CHINA","Shanxi Assoc Risk Management,N Univ China,Shanxi Univ Finance & Econom",,Dangerous Chemicals; Transport; Combined Monitor; GPS,RISK-ASSESSMENT,"In order to resolve multi-departments and inter-provincial supervision problems and achieve seamless monitoring in inter-provincial transport of dangerous chemicals, from the aspect of information sharing, joint sector and regional interaction, this paper advances the proposal of constructing the associated monitoring platform of Jiangsu, Zhejiang and Shanghai by the use of computer networks, RFID, GPS, GIS. This paper includes platform structure design, inter-provincial transport associated monitoring platform design as well as monitoring platform database design. This platform will enable the seamless, whole-process monitoring of the transport of dangerous chemicals, thus improve the operating efficiency of transport businesses and multi-departments and inter- provincial supervision efficiency.","[Zhao Laijun; Wang Xulei] Shanghai Univ, Sch Management, Shanghai 200444, Peoples R China",Shanghai University,,zhao_laijun@163.com; stonewangxu@sina.com,"Chen, Yucheng/HPH-0981-2023",,,,,,9,0,0,0,2,AUSSINO ACAD PUBL HOUSE,MARRICKVILLE,"PO BOX 893, MARRICKVILLE, NSW 2204 00000, AUSTRALIA",,,978-1-921712-08-1,,,,2010,,,,,,,177,181,,,,,,5,"Economics; Engineering, Environmental; Engineering, Industrial; Operations Research & Management Science; Regional & Urban Planning; Public Administration",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Engineering; Operations Research & Management Science; Public Administration,BVE86,,,,,2024-03-09,WOS:000291328400031,0
